title,date,date_is_approximate,performers,instruments,special-guests,adjudicators,description,creator,interviewee,location,digital collection,contributing institution,source,identifier,filename_old,rights,rightsstatement,format_original,type,format,language,reference url,cdmid,contentdm_file_name,objectid,youtubeid,display_template,filename,object_location,image_small,image_thumb,errors
International Night - Danilo Perez [3],1992-02-19,,"Perez, Danilo",piano,,,35 mm color slide. Danilo Perez plays the piano at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-080,jazz92-international_night-080.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/341,341,255.jp2,jazzfest343,,image,jazzfest343.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest343.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest343_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest343_th.jpg,
International Night - Brian Bromberg [24],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg025,jazz92-intl_nite_bromberg025.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/342,342,327.jp2,jazzfest344,,image,jazzfest344.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest344.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest344_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest344_th.jpg,
International Night - Danilo Perez [2],1992-02-19,,"Perez, Danilo",piano,,,35 mm color slide. Danilo Perez plays the piano at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-079,jazz92-international_night-079.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/343,343,365.jp2,jazzfest345,,image,jazzfest345.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest345.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest345_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest345_th.jpg,
International Night - Paquito D'Rivera [26],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi026,jazz92-intl_nite_d'riviera_roditi026.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/344,344,364.jp2,jazzfest346,,image,jazzfest346.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest346.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest346_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest346_th.jpg,
International Night [14],1992-02-19,,"Hampton, Lionel",,,,35 mm color slide. An unidentified woman shakes Lionel Hampton's hand on stage  at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival. An unidentified man stands next to them holding a microphone.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-044,jazz92-international_night-044.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/345,345,316.jp2,jazzfest347,,image,jazzfest347.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest347.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest347_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest347_th.jpg,
46th Annual Lionel Hampton Jazz Festival Poster [2],2013,,"Stripling, Byron; Conley, Shawn; Nelson, Josh; Forman, Bruce; Kanner, Kevin; Trio Da Paz; Lubambo, Romero; Matta, Nilson; da Fonseca, Duduka; Daniels, Dee; Hersch, Fred; Take 6; Caswell, Sara; Carter, Regina; Weinstein, Aaron; Jeff Hamilton Trio; Hamilton, Jeff; Hendelman, Tamir; Luty, Christoph; Lionel Hampton Youth Jazz Orchestra; Oosterhuis, Traincha; Wolf, Warren; Parker, Maceo",saxophone; vibes; vocals; bass; piano; drums; violin; guitar; trumpet,,,limited edition poster,,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhij2013b,lhij2013b.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/346,346,209.jp2,jazzfest348,,image,jazzfest348.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest348.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest348_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest348_th.jpg,
International Night - Brian Bromberg [19],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg020,jazz92-intl_nite_bromberg020.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/347,347,270.jp2,jazzfest349,,image,jazzfest349.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest349.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest349_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest349_th.jpg,
International Night [11],1992-02-19,,"Hampton, Lionel",,,,35 mm color slide. Lionel Hampton wearing a red carnation smiles and looks down at the Pepsi International World Jazz Night,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-012,jazz92-international_night-012.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/348,348,318.jp2,jazzfest350,,image,jazzfest350.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest350.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest350_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest350_th.jpg,
International Night - Lionel Hampton,1992-02-19,,"Hampton, Lionel",vibes,,,35 mm color slide. Lionel Hampton stands in front of his vibes smiling.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-009,jazz92-international_night-009.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/349,349,367.jp2,jazzfest351,,image,jazzfest351.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest351.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest351_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest351_th.jpg,
International Night - Paquito D'Rivera [18],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi018,jazz92-intl_nite_d'riviera_roditi018.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/350,350,215.jp2,jazzfest352,,image,jazzfest352.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest352.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest352_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest352_th.jpg,
International Night [7],1992-02-19,,"Hampton, Lionel; Watson, Wally ""Gator""; Saarsalu, Lembit; Dorsey, Leon;Vintskevich, Leonid",vibes; bass; drums; saxophone; piano,,,"35 mm color slide. Lionel Hampton, Lembit Saarsalu, Leon Dorsey, Wally ""Gator"" Watson, and Leonid Vintskevich perform at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival evening concert. Gabriel Machado on conga not pictured.",University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-007,jazz92-international_night-007.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/351,351,363.jp2,jazzfest353,,image,jazzfest353.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest353.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest353_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest353_th.jpg,
International Night - Brian Bromberg [2],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg003,jazz92-intl_nite_bromberg003.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/352,352,239.jp2,jazzfest354,,image,jazzfest354.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest354.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest354_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest354_th.jpg,
International Night - Brian Bromberg [10],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg011,jazz92-intl_nite_bromberg011.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/353,353,298.jp2,jazzfest355,,image,jazzfest355.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest355.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest355_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest355_th.jpg,
International Night - Brian Bromberg [16],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg017,jazz92-intl_nite_bromberg017.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/354,354,335.jp2,jazzfest356,,image,jazzfest356.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest356.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest356_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest356_th.jpg,
International Night - Paquito D'Rivera [16],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi016,jazz92-intl_nite_d'riviera_roditi016.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/355,355,243.jp2,jazzfest357,,image,jazzfest357.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest357.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest357_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest357_th.jpg,
International Night - Kuni Mikami [2],1992-02-19,,"Mikami, Kuni",piano,,,35 mm color slide. Close up of Kuni Mikami's hand playing the piano at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-033,jazz92-international_night-033.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/356,356,359.jp2,jazzfest358,,image,jazzfest358.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest358.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest358_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest358_th.jpg,
International Night - Paquito D'Rivera [4],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi004,jazz92-intl_nite_d'riviera_roditi004.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/357,357,264.jp2,jazzfest359,,image,jazzfest359.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest359.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest359_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest359_th.jpg,
International Night - Paquito D'Rivera [17],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi017,jazz92-intl_nite_d'riviera_roditi017.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/358,358,308.jp2,jazzfest360,,image,jazzfest360.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest360.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest360_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest360_th.jpg,
International Night [10],1992-02-19,,"Hampton, Lionel; Saarsalu, Lembit; Vintskevich, Leonid;",saxophone,,,"35 mm color slide. Close up of Lionel Hampton, Lembit Saarsalu, and Leonid Vintskevich on stage at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.",University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-011,jazz92-international_night-011.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/359,359,245.jp2,jazzfest361,,image,jazzfest361.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest361.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest361_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest361_th.jpg,
International Night - David Finck [6],1992-02-19,,"Finck, David",bass,,,35 mm color slide. David Finck plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-077,jazz92-international_night-077.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/360,360,294.jp2,jazzfest362,,image,jazzfest362.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest362.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest362_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest362_th.jpg,
International Night - Claudio Roditi [1],1992-02-19,,"Roditi, Claudio",trumpet,,,35mm color slide. Claudio Roditi plays trumpet at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi027,jazz92-intl_nite_d'riviera_roditi027.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/361,361,362.jp2,jazzfest363,,image,jazzfest363.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest363.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest363_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest363_th.jpg,
International Night - John Stowell [5],1992-02-19,,"Stowell, John",guitar,,,35 mm color slide. John Stowell plays guitar at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-022,jazz92-international_night-022.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/362,362,317.jp2,jazzfest364,,image,jazzfest364.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest364.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest364_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest364_th.jpg,
International Night - John Stowell [7],1992-02-19,,"Stowell, John",guitar,,,35 mm color slide. John Stowell plays guitar at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-039,jazz92-international_night-039.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/363,363,337.jp2,jazzfest365,,image,jazzfest365.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest365.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest365_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest365_th.jpg,
International Night - Brian Bromberg [8],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg009,jazz92-intl_nite_bromberg009.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/364,364,253.jp2,jazzfest366,,image,jazzfest366.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest366.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest366_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest366_th.jpg,
A Special University of Idaho Centennial Celebration Poster,1989-02-22,,Patricia Miller; Lionel Hampton,,,,"17""x11"" event poster. Poster advertising Patricia Miller and Lionel Hampton performing at the University Auditorium.",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhij1989special,lhij1989special.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/365,365,200.jp2,jazzfest367,,image,jazzfest367.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest367.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest367_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest367_th.jpg,
"International Night - Wally ""Gator"" Watson [1]",1992-02-19,,"Watson, Wally ""Gator""",drums,,,"35 mm color slide. Wally ""Gator"" Watson plays drums at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.",University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-026,jazz92-international_night-026.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/366,366,369.jp2,jazzfest368,,image,jazzfest368.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest368.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest368_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest368_th.jpg,
